order_item_id,created_at,order_id,product_id,is_primary_item,price_usd,cogs_usd
29145,2014-11-28 09:05:00,24191,2,0,59.99,22.49
29146,2014-11-28 09:06:00,24192,3,1,45.99,14.49
29147,2014-11-28 09:17:00,24193,1,1,49.99,19.49
29148,2014-11-28 09:21:00,24194,1,1,49.99,19.49
29149,2014-11-28 09:22:00,24195,1,1,49.99,19.49
29150,2014-11-28 09:26:00,24196,1,1,49.99,19.49
29151,2014-11-28 09:34:00,24197,1,1,49.99,19.49
29152,2014-11-28 09:37:00,24198,1,1,49.99,19.49
29153,2014-11-28 09:37:00,24198,2,0,59.99,22.49
29154,2014-11-28 09:37:00,24199,1,1,49.99,19.49
29155,2014-11-28 09:46:00,24200,1,1,49.99,19.49
29156,2014-11-28 09:46:00,24201,2,1,59.99,22.49
29157,2014-11-28 09:46:00,24202,1,1,49.99,19.49
29158,2014-11-28 09:48:00,24203,1,1,49.99,19.49
29159,2014-11-28 09:48:00,24204,3,1,45.99,14.49
29160,2014-11-28 09:48:00,24205,1,1,49.99,19.49
29161,2014-11-28 09:48:00,24205,4,0,29.99,9.49
29162,2014-11-28 09:50:00,24206,1,1,49.99,19.49
29163,2014-11-28 09:51:00,24207,1,1,49.99,19.49
29164,2014-11-28 09:51:00,24207,2,0,59.99,22.49
29165,2014-11-28 09:52:00,24208,1,1,49.99,19.49
29166,2014-11-28 09:52:00,24208,4,0,29.99,9.49
29167,2014-11-28 09:54:00,24209,1,1,49.99,19.49
29168,2014-11-28 09:55:00,24210,1,1,49.99,19.49
29169,2014-11-28 09:56:00,24211,1,1,49.99,19.49
29170,2014-11-28 09:59:00,24212,1,1,49.99,19.49
29171,2014-11-28 10:03:00,24213,1,1,49.99,19.49
29172,2014-11-28 10:08:00,24214,1,1,49.99,19.49
29173,2014-11-28 10:08:00,24215,1,1,49.99,19.49
29174,2014-11-28 10:11:00,24216,3,1,45.99,14.49
29175,2014-11-28 10:11:00,24216,4,0,29.99,9.49
29176,2014-11-28 10:14:00,24217,2,1,59.99,22.49
29177,2014-11-28 10:14:00,24218,1,1,49.99,19.49
29178,2014-11-28 10:15:00,24219,1,1,49.99,19.49
29179,2014-11-28 10:18:00,24220,1,1,49.99,19.49
29180,2014-11-28 10:18:00,24220,4,0,29.99,9.49
29181,2014-11-28 10:19:00,24221,2,1,59.99,22.49
29182,2014-11-28 10:19:00,24221,4,0,29.99,9.49
29183,2014-11-28 10:21:00,24222,1,1,49.99,19.49
29184,2014-11-28 10:21:00,24222,4,0,29.99,9.49
29185,2014-11-28 10:27:00,24223,1,1,49.99,19.49
29186,2014-11-28 10:27:00,24223,4,0,29.99,9.49
29187,2014-11-28 10:27:00,24224,3,1,45.99,14.49
29188,2014-11-28 10:27:00,24224,4,0,29.99,9.49
29189,2014-11-28 10:31:00,24225,1,1,49.99,19.49
29190,2014-11-28 10:31:00,24225,4,0,29.99,9.49
29191,2014-11-28 10:32:00,24226,1,1,49.99,19.49
29192,2014-11-28 10:32:00,24226,3,0,45.99,14.49
29193,2014-11-28 10:32:00,24227,3,1,45.99,14.49
29194,2014-11-28 10:35:00,24228,1,1,49.99,19.49
29195,2014-11-28 10:36:00,24229,1,1,49.99,19.49
29196,2014-11-28 10:36:00,24229,4,0,29.99,9.49
29197,2014-11-28 10:38:00,24230,1,1,49.99,19.49
29198,2014-11-28 10:44:00,24231,1,1,49.99,19.49
29199,2014-11-28 10:45:00,24232,1,1,49.99,19.49
29200,2014-11-28 10:47:00,24233,2,1,59.99,22.49
29201,2014-11-28 10:53:00,24234,1,1,49.99,19.49
29202,2014-11-28 10:53:00,24235,2,1,59.99,22.49
29203,2014-11-28 10:56:00,24236,3,1,45.99,14.49
29204,2014-11-28 10:56:00,24236,4,0,29.99,9.49
29205,2014-11-28 11:01:00,24237,1,1,49.99,19.49
29206,2014-11-28 11:06:00,24238,1,1,49.99,19.49
29207,2014-11-28 11:11:00,24239,1,1,49.99,19.49
29208,2014-11-28 11:15:00,24240,3,1,45.99,14.49
29209,2014-11-28 11:16:00,24241,1,1,49.99,19.49
29210,2014-11-28 11:16:00,24241,2,0,59.99,22.49
29211,2014-11-28 11:16:00,24242,2,1,59.99,22.49
29212,2014-11-28 11:16:00,24242,4,0,29.99,9.49
29213,2014-11-28 11:19:00,24243,3,1,45.99,14.49
29214,2014-11-28 11:19:00,24244,1,1,49.99,19.49
29215,2014-11-28 11:19:00,24244,4,0,29.99,9.49
29216,2014-11-28 11:23:00,24245,3,1,45.99,14.49
29217,2014-11-28 11:25:00,24246,1,1,49.99,19.49
29218,2014-11-28 11:28:00,24247,3,1,45.99,14.49
29219,2014-11-28 11:28:00,24248,1,1,49.99,19.49
29220,2014-11-28 11:29:00,24249,2,1,59.99,22.49
29221,2014-11-28 11:29:00,24249,3,0,45.99,14.49
29222,2014-11-28 11:29:00,24250,2,1,59.99,22.49
29223,2014-11-28 11:29:00,24250,4,0,29.99,9.49
29224,2014-11-28 11:34:00,24251,1,1,49.99,19.49
29225,2014-11-28 11:34:00,24251,4,0,29.99,9.49
29226,2014-11-28 11:35:00,24252,1,1,49.99,19.49
29227,2014-11-28 11:35:00,24252,2,0,59.99,22.49
29228,2014-11-28 11:41:00,24253,2,1,59.99,22.49
29229,2014-11-28 11:43:00,24254,1,1,49.99,19.49
29230,2014-11-28 11:45:00,24255,1,1,49.99,19.49
29231,2014-11-28 11:45:00,24256,1,1,49.99,19.49
29232,2014-11-28 11:45:00,24256,4,0,29.99,9.49
29233,2014-11-28 11:45:00,24257,3,1,45.99,14.49
29234,2014-11-28 11:45:00,24257,4,0,29.99,9.49
29235,2014-11-28 11:47:00,24258,1,1,49.99,19.49
29236,2014-11-28 11:50:00,24259,3,1,45.99,14.49
29237,2014-11-28 11:50:00,24259,1,0,49.99,19.49
29238,2014-11-28 11:52:00,24260,1,1,49.99,19.49
29239,2014-11-28 11:53:00,24261,1,1,49.99,19.49
29240,2014-11-28 11:53:00,24261,2,0,59.99,22.49
29241,2014-11-28 11:57:00,24262,1,1,49.99,19.49
29242,2014-11-28 11:58:00,24263,3,1,45.99,14.49
29243,2014-11-28 11:58:00,24263,1,0,49.99,19.49
29244,2014-11-28 11:58:00,24264,1,1,49.99,19.49
29245,2014-11-28 11:58:00,24265,1,1,49.99,19.49
29246,2014-11-28 11:58:00,24265,4,0,29.99,9.49
29247,2014-11-28 11:59:00,24266,1,1,49.99,19.49
29248,2014-11-28 11:59:00,24266,3,0,45.99,14.49
29249,2014-11-28 12:00:00,24267,2,1,59.99,22.49
29250,2014-11-28 12:00:00,24267,4,0,29.99,9.49
29251,2014-11-28 12:03:00,24268,1,1,49.99,19.49
29252,2014-11-28 12:03:00,24268,3,0,45.99,14.49
29253,2014-11-28 12:06:00,24269,3,1,45.99,14.49
29254,2014-11-28 12:06:00,24269,1,0,49.99,19.49
29255,2014-11-28 12:06:00,24270,1,1,49.99,19.49
29256,2014-11-28 12:09:00,24271,1,1,49.99,19.49
29257,2014-11-28 12:09:00,24272,1,1,49.99,19.49
29258,2014-11-28 12:15:00,24273,1,1,49.99,19.49
29259,2014-11-28 12:15:00,24273,2,0,59.99,22.49
29260,2014-11-28 12:16:00,24274,3,1,45.99,14.49
29261,2014-11-28 12:16:00,24275,1,1,49.99,19.49
29262,2014-11-28 12:19:00,24276,1,1,49.99,19.49
29263,2014-11-28 12:19:00,24276,4,0,29.99,9.49
29264,2014-11-28 12:19:00,24277,1,1,49.99,19.49
29265,2014-11-28 12:20:00,24278,3,1,45.99,14.49
29266,2014-11-28 12:20:00,24278,1,0,49.99,19.49
29267,2014-11-28 12:22:00,24279,1,1,49.99,19.49
29268,2014-11-28 12:22:00,24280,1,1,49.99,19.49
29269,2014-11-28 12:24:00,24281,3,1,45.99,14.49
29270,2014-11-28 12:29:00,24282,1,1,49.99,19.49
29271,2014-11-28 12:31:00,24283,1,1,49.99,19.49
29272,2014-11-28 12:32:00,24284,1,1,49.99,19.49
29273,2014-11-28 12:37:00,24285,1,1,49.99,19.49
29274,2014-11-28 12:37:00,24285,2,0,59.99,22.49
29275,2014-11-28 12:39:00,24286,1,1,49.99,19.49
29276,2014-11-28 12:43:00,24287,1,1,49.99,19.49
29277,2014-11-28 12:43:00,24288,1,1,49.99,19.49
29278,2014-11-28 12:49:00,24289,1,1,49.99,19.49
29279,2014-11-28 12:52:00,24290,1,1,49.99,19.49
29280,2014-11-28 12:52:00,24290,4,0,29.99,9.49
29281,2014-11-28 12:55:00,24291,1,1,49.99,19.49
29282,2014-11-28 12:55:00,24291,4,0,29.99,9.49
29283,2014-11-28 12:56:00,24292,1,1,49.99,19.49
29284,2014-11-28 12:56:00,24293,1,1,49.99,19.49
29285,2014-11-28 12:56:00,24293,2,0,59.99,22.49
29286,2014-11-28 12:57:00,24294,1,1,49.99,19.49
29287,2014-11-28 13:03:00,24295,3,1,45.99,14.49
29288,2014-11-28 13:03:00,24295,4,0,29.99,9.49
29289,2014-11-28 13:04:00,24296,1,1,49.99,19.49
29290,2014-11-28 13:05:00,24297,1,1,49.99,19.49
29291,2014-11-28 13:05:00,24298,3,1,45.99,14.49
29292,2014-11-28 13:05:00,24298,4,0,29.99,9.49
29293,2014-11-28 13:07:00,24299,1,1,49.99,19.49
29294,2014-11-28 13:12:00,24300,1,1,49.99,19.49
29295,2014-11-28 13:16:00,24301,1,1,49.99,19.49
29296,2014-11-28 13:16:00,24301,4,0,29.99,9.49
29297,2014-11-28 13:18:00,24302,2,1,59.99,22.49
29298,2014-11-28 13:18:00,24303,3,1,45.99,14.49
29299,2014-11-28 13:20:00,24304,1,1,49.99,19.49
29300,2014-11-28 13:21:00,24305,1,1,49.99,19.49
29301,2014-11-28 13:25:00,24306,2,1,59.99,22.49
29302,2014-11-28 13:25:00,24306,4,0,29.99,9.49
29303,2014-11-28 13:25:00,24307,1,1,49.99,19.49
29304,2014-11-28 13:29:00,24308,1,1,49.99,19.49
29305,2014-11-28 13:29:00,24309,2,1,59.99,22.49
29306,2014-11-28 13:31:00,24310,1,1,49.99,19.49
29307,2014-11-28 13:33:00,24311,1,1,49.99,19.49
29308,2014-11-28 13:33:00,24311,4,0,29.99,9.49
29309,2014-11-28 13:35:00,24312,1,1,49.99,19.49
29310,2014-11-28 13:36:00,24313,1,1,49.99,19.49
29311,2014-11-28 13:36:00,24314,2,1,59.99,22.49
29312,2014-11-28 13:39:00,24315,1,1,49.99,19.49
29313,2014-11-28 13:39:00,24315,4,0,29.99,9.49
29314,2014-11-28 13:42:00,24316,1,1,49.99,19.49
29315,2014-11-28 13:43:00,24317,1,1,49.99,19.49
29316,2014-11-28 13:43:00,24317,4,0,29.99,9.49
29317,2014-11-28 13:46:00,24318,1,1,49.99,19.49
29318,2014-11-28 13:47:00,24319,1,1,49.99,19.49
29319,2014-11-28 13:47:00,24319,4,0,29.99,9.49
29320,2014-11-28 13:50:00,24320,1,1,49.99,19.49
29321,2014-11-28 13:52:00,24321,1,1,49.99,19.49
29322,2014-11-28 13:52:00,24321,2,0,59.99,22.49
29323,2014-11-28 13:52:00,24322,1,1,49.99,19.49
29324,2014-11-28 13:53:00,24323,1,1,49.99,19.49
29325,2014-11-28 13:53:00,24324,1,1,49.99,19.49
29326,2014-11-28 13:53:00,24324,4,0,29.99,9.49
29327,2014-11-28 13:54:00,24325,2,1,59.99,22.49
29328,2014-11-28 13:55:00,24326,1,1,49.99,19.49
29329,2014-11-28 13:55:00,24326,4,0,29.99,9.49
29330,2014-11-28 13:57:00,24327,1,1,49.99,19.49
29331,2014-11-28 13:57:00,24327,2,0,59.99,22.49
29332,2014-11-28 14:01:00,24328,1,1,49.99,19.49
29333,2014-11-28 14:01:00,24328,2,0,59.99,22.49
29334,2014-11-28 14:03:00,24329,1,1,49.99,19.49
29335,2014-11-28 14:03:00,24329,3,0,45.99,14.49
29336,2014-11-28 14:04:00,24330,3,1,45.99,14.49
29337,2014-11-28 14:05:00,24331,1,1,49.99,19.49
29338,2014-11-28 14:05:00,24331,3,0,45.99,14.49
29339,2014-11-28 14:06:00,24332,1,1,49.99,19.49
29340,2014-11-28 14:06:00,24332,3,0,45.99,14.49
29341,2014-11-28 14:07:00,24333,1,1,49.99,19.49
29342,2014-11-28 14:07:00,24333,2,0,59.99,22.49
29343,2014-11-28 14:16:00,24334,1,1,49.99,19.49
29344,2014-11-28 14:18:00,24335,1,1,49.99,19.49
29345,2014-11-28 14:18:00,24335,4,0,29.99,9.49
29346,2014-11-28 14:18:00,24336,1,1,49.99,19.49
29347,2014-11-28 14:18:00,24337,1,1,49.99,19.49
29348,2014-11-28 14:20:00,24338,1,1,49.99,19.49
29349,2014-11-28 14:21:00,24339,1,1,49.99,19.49
29350,2014-11-28 14:23:00,24340,1,1,49.99,19.49
29351,2014-11-28 14:23:00,24340,3,0,45.99,14.49
29352,2014-11-28 14:24:00,24341,1,1,49.99,19.49
29353,2014-11-28 14:26:00,24342,1,1,49.99,19.49
29354,2014-11-28 14:26:00,24342,4,0,29.99,9.49
29355,2014-11-28 14:27:00,24343,1,1,49.99,19.49
29356,2014-11-28 14:28:00,24344,1,1,49.99,19.49
29357,2014-11-28 14:28:00,24344,4,0,29.99,9.49
29358,2014-11-28 14:30:00,24345,2,1,59.99,22.49
29359,2014-11-28 14:31:00,24346,1,1,49.99,19.49
29360,2014-11-28 14:32:00,24347,1,1,49.99,19.49
29361,2014-11-28 14:32:00,24347,4,0,29.99,9.49
29362,2014-11-28 14:32:00,24348,1,1,49.99,19.49
29363,2014-11-28 14:32:00,24348,4,0,29.99,9.49
29364,2014-11-28 14:34:00,24349,1,1,49.99,19.49
29365,2014-11-28 14:36:00,24350,1,1,49.99,19.49
29366,2014-11-28 14:36:00,24351,1,1,49.99,19.49
29367,2014-11-28 14:36:00,24351,3,0,45.99,14.49
29368,2014-11-28 14:38:00,24352,1,1,49.99,19.49
29369,2014-11-28 14:38:00,24353,2,1,59.99,22.49
29370,2014-11-28 14:39:00,24354,2,1,59.99,22.49
29371,2014-11-28 14:40:00,24355,1,1,49.99,19.49
29372,2014-11-28 14:48:00,24356,2,1,59.99,22.49
29373,2014-11-28 14:50:00,24357,1,1,49.99,19.49
29374,2014-11-28 14:51:00,24358,1,1,49.99,19.49
29375,2014-11-28 14:51:00,24358,4,0,29.99,9.49
29376,2014-11-28 14:52:00,24359,1,1,49.99,19.49
29377,2014-11-28 14:52:00,24360,1,1,49.99,19.49
29378,2014-11-28 14:53:00,24361,3,1,45.99,14.49
29379,2014-11-28 14:55:00,24362,1,1,49.99,19.49
29380,2014-11-28 14:58:00,24363,1,1,49.99,19.49
29381,2014-11-28 14:59:00,24364,1,1,49.99,19.49
29382,2014-11-28 15:01:00,24365,2,1,59.99,22.49
29383,2014-11-28 15:03:00,24366,3,1,45.99,14.49
29384,2014-11-28 15:03:00,24366,4,0,29.99,9.49
29385,2014-11-28 15:06:00,24367,1,1,49.99,19.49
29386,2014-11-28 15:08:00,24368,1,1,49.99,19.49
29387,2014-11-28 15:08:00,24368,3,0,45.99,14.49
29388,2014-11-28 15:08:00,24369,1,1,49.99,19.49
29389,2014-11-28 15:09:00,24370,1,1,49.99,19.49
29390,2014-11-28 15:14:00,24371,1,1,49.99,19.49
29391,2014-11-28 15:19:00,24372,1,1,49.99,19.49
29392,2014-11-28 15:20:00,24373,2,1,59.99,22.49
29393,2014-11-28 15:21:00,24374,2,1,59.99,22.49
29394,2014-11-28 15:22:00,24375,1,1,49.99,19.49
29395,2014-11-28 15:23:00,24376,2,1,59.99,22.49
29396,2014-11-28 15:27:00,24377,1,1,49.99,19.49
29397,2014-11-28 15:27:00,24378,1,1,49.99,19.49
29398,2014-11-28 15:28:00,24379,1,1,49.99,19.49
29399,2014-11-28 15:28:00,24379,4,0,29.99,9.49
29400,2014-11-28 15:29:00,24380,1,1,49.99,19.49
29401,2014-11-28 15:37:00,24381,1,1,49.99,19.49
29402,2014-11-28 15:38:00,24382,3,1,45.99,14.49
29403,2014-11-28 15:41:00,24383,1,1,49.99,19.49
29404,2014-11-28 15:41:00,24383,4,0,29.99,9.49
29405,2014-11-28 15:44:00,24384,1,1,49.99,19.49
29406,2014-11-28 15:44:00,24384,4,0,29.99,9.49
29407,2014-11-28 15:45:00,24385,3,1,45.99,14.49
29408,2014-11-28 15:47:00,24386,1,1,49.99,19.49
29409,2014-11-28 15:47:00,24386,4,0,29.99,9.49
29410,2014-11-28 15:54:00,24387,1,1,49.99,19.49
29411,2014-11-28 15:56:00,24388,1,1,49.99,19.49
29412,2014-11-28 15:56:00,24388,4,0,29.99,9.49
29413,2014-11-28 15:56:00,24389,1,1,49.99,19.49
29414,2014-11-28 15:56:00,24389,3,0,45.99,14.49
29415,2014-11-28 15:57:00,24390,1,1,49.99,19.49
29416,2014-11-28 15:57:00,24391,1,1,49.99,19.49
29417,2014-11-28 15:59:00,24392,1,1,49.99,19.49
29418,2014-11-28 16:03:00,24393,1,1,49.99,19.49
29419,2014-11-28 16:03:00,24393,3,0,45.99,14.49
29420,2014-11-28 16:04:00,24394,1,1,49.99,19.49
29421,2014-11-28 16:04:00,24394,4,0,29.99,9.49
29422,2014-11-28 16:07:00,24395,1,1,49.99,19.49
29423,2014-11-28 16:09:00,24396,1,1,49.99,19.49
29424,2014-11-28 16:09:00,24397,1,1,49.99,19.49
29425,2014-11-28 16:10:00,24398,1,1,49.99,19.49
29426,2014-11-28 16:10:00,24399,1,1,49.99,19.49
29427,2014-11-28 16:10:00,24399,2,0,59.99,22.49
29428,2014-11-28 16:11:00,24400,1,1,49.99,19.49
29429,2014-11-28 16:14:00,24401,2,1,59.99,22.49
29430,2014-11-28 16:15:00,24402,1,1,49.99,19.49
29431,2014-11-28 16:18:00,24403,1,1,49.99,19.49
29432,2014-11-28 16:18:00,24403,3,0,45.99,14.49
29433,2014-11-28 16:18:00,24404,1,1,49.99,19.49
29434,2014-11-28 16:19:00,24405,1,1,49.99,19.49
29435,2014-11-28 16:19:00,24405,4,0,29.99,9.49
29436,2014-11-28 16:20:00,24406,1,1,49.99,19.49
29437,2014-11-28 16:23:00,24407,1,1,49.99,19.49
29438,2014-11-28 16:23:00,24407,4,0,29.99,9.49
29439,2014-11-28 16:25:00,24408,1,1,49.99,19.49
29440,2014-11-28 16:25:00,24408,4,0,29.99,9.49
29441,2014-11-28 16:26:00,24409,1,1,49.99,19.49
29442,2014-11-28 16:26:00,24410,1,1,49.99,19.49
29443,2014-11-28 16:28:00,24411,1,1,49.99,19.49
29444,2014-11-28 16:29:00,24412,2,1,59.99,22.49
29445,2014-11-28 16:37:00,24413,3,1,45.99,14.49
29446,2014-11-28 16:38:00,24414,1,1,49.99,19.49
29447,2014-11-28 16:38:00,24414,4,0,29.99,9.49
29448,2014-11-28 16:41:00,24415,1,1,49.99,19.49
29449,2014-11-28 16:41:00,24415,3,0,45.99,14.49
29450,2014-11-28 16:41:00,24416,1,1,49.99,19.49
29451,2014-11-28 16:42:00,24417,1,1,49.99,19.49
29452,2014-11-28 16:43:00,24418,2,1,59.99,22.49
29453,2014-11-28 16:43:00,24418,4,0,29.99,9.49
29454,2014-11-28 16:53:00,24419,1,1,49.99,19.49
29455,2014-11-28 16:53:00,24419,4,0,29.99,9.49
29456,2014-11-28 16:53:00,24420,1,1,49.99,19.49
29457,2014-11-28 16:53:00,24420,4,0,29.99,9.49
29458,2014-11-28 17:03:00,24421,1,1,49.99,19.49
29459,2014-11-28 17:05:00,24422,2,1,59.99,22.49
29460,2014-11-28 17:12:00,24423,1,1,49.99,19.49
29461,2014-11-28 17:12:00,24423,4,0,29.99,9.49
29462,2014-11-28 17:12:00,24424,2,1,59.99,22.49
29463,2014-11-28 17:15:00,24425,1,1,49.99,19.49
29464,2014-11-28 17:15:00,24426,2,1,59.99,22.49
29465,2014-11-28 17:15:00,24426,4,0,29.99,9.49
29466,2014-11-28 17:21:00,24427,3,1,45.99,14.49
29467,2014-11-28 17:24:00,24428,1,1,49.99,19.49
29468,2014-11-28 17:24:00,24428,2,0,59.99,22.49
29469,2014-11-28 17:25:00,24429,1,1,49.99,19.49
29470,2014-11-28 17:26:00,24430,1,1,49.99,19.49
29471,2014-11-28 17:26:00,24430,3,0,45.99,14.49
29472,2014-11-28 17:28:00,24431,1,1,49.99,19.49
29473,2014-11-28 17:28:00,24431,3,0,45.99,14.49
29474,2014-11-28 17:28:00,24432,1,1,49.99,19.49
29475,2014-11-28 17:28:00,24432,4,0,29.99,9.49
29476,2014-11-28 17:37:00,24433,1,1,49.99,19.49
29477,2014-11-28 17:37:00,24433,2,0,59.99,22.49
29478,2014-11-28 17:39:00,24434,2,1,59.99,22.49
29479,2014-11-28 17:46:00,24435,1,1,49.99,19.49
29480,2014-11-28 17:46:00,24436,1,1,49.99,19.49
29481,2014-11-28 17:46:00,24436,4,0,29.99,9.49
29482,2014-11-28 17:50:00,24437,1,1,49.99,19.49
29483,2014-11-28 17:50:00,24437,4,0,29.99,9.49
29484,2014-11-28 17:58:00,24438,1,1,49.99,19.49
29485,2014-11-28 17:58:00,24439,3,1,45.99,14.49
29486,2014-11-28 18:04:00,24440,3,1,45.99,14.49
29487,2014-11-28 18:04:00,24440,1,0,49.99,19.49
29488,2014-11-28 18:14:00,24441,1,1,49.99,19.49
29489,2014-11-28 18:14:00,24441,4,0,29.99,9.49
29490,2014-11-28 18:19:00,24442,1,1,49.99,19.49
29491,2014-11-28 18:20:00,24443,1,1,49.99,19.49
29492,2014-11-28 18:20:00,24443,3,0,45.99,14.49
29493,2014-11-28 18:22:00,24444,3,1,45.99,14.49
29494,2014-11-28 18:23:00,24445,1,1,49.99,19.49
29495,2014-11-28 18:27:00,24446,1,1,49.99,19.49
29496,2014-11-28 18:27:00,24447,1,1,49.99,19.49
29497,2014-11-28 18:28:00,24448,3,1,45.99,14.49
29498,2014-11-28 18:28:00,24448,1,0,49.99,19.49
29499,2014-11-28 18:30:00,24449,1,1,49.99,19.49
29500,2014-11-28 18:30:00,24449,4,0,29.99,9.49
29501,2014-11-28 18:30:00,24450,1,1,49.99,19.49
29502,2014-11-28 18:38:00,24451,1,1,49.99,19.49
29503,2014-11-28 18:38:00,24452,1,1,49.99,19.49
29504,2014-11-28 18:38:00,24453,1,1,49.99,19.49
29505,2014-11-28 18:38:00,24453,3,0,45.99,14.49
29506,2014-11-28 18:39:00,24454,3,1,45.99,14.49
29507,2014-11-28 18:42:00,24455,1,1,49.99,19.49
29508,2014-11-28 18:42:00,24455,4,0,29.99,9.49
29509,2014-11-28 18:50:00,24456,1,1,49.99,19.49
29510,2014-11-28 18:50:00,24456,4,0,29.99,9.49
29511,2014-11-28 18:57:00,24457,1,1,49.99,19.49
29512,2014-11-28 18:57:00,24457,4,0,29.99,9.49
29513,2014-11-28 19:00:00,24458,1,1,49.99,19.49
29514,2014-11-28 19:01:00,24459,1,1,49.99,19.49
29515,2014-11-28 19:08:00,24460,1,1,49.99,19.49
29516,2014-11-28 19:14:00,24461,2,1,59.99,22.49
29517,2014-11-28 19:16:00,24462,2,1,59.99,22.49
29518,2014-11-28 19:16:00,24463,1,1,49.99,19.49
29519,2014-11-28 19:32:00,24464,1,1,49.99,19.49
29520,2014-11-28 19:32:00,24464,4,0,29.99,9.49
29521,2014-11-28 19:33:00,24465,3,1,45.99,14.49
29522,2014-11-28 19:33:00,24466,2,1,59.99,22.49
29523,2014-11-28 19:36:00,24467,1,1,49.99,19.49
29524,2014-11-28 19:37:00,24468,2,1,59.99,22.49
29525,2014-11-28 19:37:00,24468,4,0,29.99,9.49
29526,2014-11-28 19:43:00,24469,1,1,49.99,19.49
29527,2014-11-28 19:44:00,24470,1,1,49.99,19.49
29528,2014-11-28 19:44:00,24470,4,0,29.99,9.49
29529,2014-11-28 19:50:00,24471,1,1,49.99,19.49
29530,2014-11-28 19:54:00,24472,1,1,49.99,19.49
29531,2014-11-28 19:54:00,24472,4,0,29.99,9.49
29532,2014-11-28 19:58:00,24473,2,1,59.99,22.49
29533,2014-11-28 19:58:00,24474,2,1,59.99,22.49
29534,2014-11-28 20:04:00,24475,1,1,49.99,19.49
29535,2014-11-28 20:04:00,24476,1,1,49.99,19.49
29536,2014-11-28 20:04:00,24476,2,0,59.99,22.49
29537,2014-11-28 20:09:00,24477,1,1,49.99,19.49
29538,2014-11-28 20:11:00,24478,1,1,49.99,19.49
29539,2014-11-28 20:15:00,24479,3,1,45.99,14.49
29540,2014-11-28 20:16:00,24480,2,1,59.99,22.49
29541,2014-11-28 20:20:00,24481,1,1,49.99,19.49
29542,2014-11-28 20:20:00,24481,3,0,45.99,14.49
29543,2014-11-28 20:21:00,24482,1,1,49.99,19.49
29544,2014-11-28 20:22:00,24483,2,1,59.99,22.49
29545,2014-11-28 20:22:00,24483,4,0,29.99,9.49
29546,2014-11-28 20:26:00,24484,2,1,59.99,22.49
29547,2014-11-28 20:31:00,24485,1,1,49.99,19.49
29548,2014-11-28 20:31:00,24485,3,0,45.99,14.49
29549,2014-11-28 20:33:00,24486,1,1,49.99,19.49
29550,2014-11-28 20:48:00,24487,1,1,49.99,19.49
29551,2014-11-28 20:51:00,24488,1,1,49.99,19.49
29552,2014-11-28 21:00:00,24489,1,1,49.99,19.49
29553,2014-11-28 21:00:00,24490,1,1,49.99,19.49
29554,2014-11-28 21:00:00,24490,4,0,29.99,9.49
29555,2014-11-28 21:00:00,24491,1,1,49.99,19.49
29556,2014-11-28 21:05:00,24492,1,1,49.99,19.49
29557,2014-11-28 21:07:00,24493,1,1,49.99,19.49
29558,2014-11-28 21:07:00,24493,4,0,29.99,9.49
29559,2014-11-28 21:07:00,24494,1,1,49.99,19.49
29560,2014-11-28 21:07:00,24495,2,1,59.99,22.49
29561,2014-11-28 21:09:00,24496,1,1,49.99,19.49
29562,2014-11-28 21:09:00,24496,4,0,29.99,9.49
29563,2014-11-28 21:12:00,24497,3,1,45.99,14.49
29564,2014-11-28 21:16:00,24498,1,1,49.99,19.49
29565,2014-11-28 21:16:00,24498,3,0,45.99,14.49
29566,2014-11-28 21:19:00,24499,2,1,59.99,22.49
29567,2014-11-28 21:21:00,24500,1,1,49.99,19.49
29568,2014-11-28 21:21:00,24500,3,0,45.99,14.49
29569,2014-11-28 21:23:00,24501,1,1,49.99,19.49
29570,2014-11-28 21:24:00,24502,1,1,49.99,19.49
29571,2014-11-28 21:24:00,24502,3,0,45.99,14.49
29572,2014-11-28 21:30:00,24503,1,1,49.99,19.49
29573,2014-11-28 21:30:00,24503,4,0,29.99,9.49
29574,2014-11-28 21:30:00,24504,3,1,45.99,14.49
29575,2014-11-28 21:33:00,24505,1,1,49.99,19.49
29576,2014-11-28 21:35:00,24506,3,1,45.99,14.49
29577,2014-11-28 21:39:00,24507,3,1,45.99,14.49
29578,2014-11-28 21:39:00,24507,1,0,49.99,19.49
29579,2014-11-28 21:42:00,24508,1,1,49.99,19.49
29580,2014-11-28 21:42:00,24508,4,0,29.99,9.49
29581,2014-11-28 21:47:00,24509,1,1,49.99,19.49
29582,2014-11-28 21:59:00,24510,2,1,59.99,22.49
29583,2014-11-28 22:06:00,24511,1,1,49.99,19.49
29584,2014-11-28 22:13:00,24512,2,1,59.99,22.49
29585,2014-11-28 22:15:00,24513,1,1,49.99,19.49
29586,2014-11-28 22:15:00,24513,4,0,29.99,9.49
29587,2014-11-28 22:19:00,24514,3,1,45.99,14.49
29588,2014-11-28 22:19:00,24514,1,0,49.99,19.49
29589,2014-11-28 22:21:00,24515,2,1,59.99,22.49
29590,2014-11-28 22:21:00,24515,3,0,45.99,14.49
29591,2014-11-28 22:24:00,24516,1,1,49.99,19.49
29592,2014-11-28 22:24:00,24516,4,0,29.99,9.49
29593,2014-11-28 22:24:00,24517,1,1,49.99,19.49
29594,2014-11-28 22:32:00,24518,1,1,49.99,19.49
